date,acres,county,cause,lat,lon,binlat,binlon
Aug,0.1,SPOKANE,Smoker,47.911024,-117.379533,2,8
Apr,0.1,SPOKANE,Debris Burn,47.911024,-117.379533,2,8
Jul,0.1,SPOKANE,Children,47.911024,-117.379533,2,8
Sep,0.2,SPOKANE,Miscellaneou,47.911024,-117.379533,2,8
Jul,0.0,SPOKANE,Miscellaneou,47.796248,-117.563704,2,8
Jul,0.01,STEVENS,Miscellaneou,48.217512,-117.804623,1,8
Aug,2.5,CLALLAM,Arson,48.13527,-123.528548,1,2
Aug,1.0,CLALLAM,Children,48.064903,-122.961573,1,3
Aug,2.5,PEND OREILLE,Recreation,48.8519,-117.399984,1,8
Aug,12.0,JEFFERSON,Logging,47.567977,-124.203931,2,1
Sep,0.5,SPOKANE,Lightning,48.010946,-117.169352,1,8
Jan,0.0,SPOKANE,Debris Burn,47.829154,-117.355044,2,8
Jun,3.0,KLICKITAT,Lightning,45.837682,-121.095534,4,4
Aug,0.2,SPOKANE,Lightning,47.581663,-117.224928,2,8
Aug,0.1,PIERCE,Debris Burn,47.08852,-122.022618,2,3
Aug,0.0,MASON,Miscellaneou,47.322822,-122.897297,2,3
Jul,0.1,SPOKANE,Debris Burn,47.603433,-117.145235,2,8
Jul,0.2,JEFFERSON,Arson,48.04393,-122.818626,1,3
Aug,0.1,SNOHOMISH,Lightning,47.929484,-121.614637,2,4
Jul,0.1,SPOKANE,Miscellaneou,47.649749,-117.272139,2,8
Aug,0.1,OKANOGAN,Lightning,48.777395,-119.788574,1,6
Jun,4.5,MASON,Arson,47.271045,-123.231052,2,2
Jul,60.0,JEFFERSON,Smoker,47.729374,-124.065947,2,1
Jul,0.1,JEFFERSON,Lightning,47.729374,-124.065947,2,1
Jul,0.0,THURSTON,Recreation,46.814094,-122.455101,3,3
Jun,0.0,THURSTON,Arson,46.814094,-122.455101,3,3
Oct,0.2,SPOKANE,Miscellaneou,47.738941,-117.456506,2,8
Jul,0.1,THURSTON,Recreation,46.901588,-122.919024,3,3
Jul,20.0,KLICKITAT,Lightning,45.832409,-120.999441,4,5
Jul,0.2,PIERCE,Arson,46.961572,-122.492015,3,3
May,25.0,STEVENS,Debris Burn,48.914131,-118.191894,1,7
Sep,0.25,KING,None,47.607061,-121.555787,2,4
Jul,2.0,KING,Miscellaneou,47.306118,-122.147022,2,3
Oct,0.1,SNOHOMISH,Debris Burn,48.24619,-122.150134,1,3
Aug,0.5,KLICKITAT,Miscellaneou,45.88115,-120.950134,4,5
May,2.0,STEVENS,Children,48.603429,-118.072848,1,7
Aug,0.1,STEVENS,Children,48.603429,-118.072848,1,7
Jul,0.0,STEVENS,Children,48.603429,-118.072848,1,7
Jun,0.0,STEVENS,Debris Burn,48.603429,-118.072848,1,7
May,0.1,STEVENS,Children,48.603429,-118.072848,1,7
Jul,0.0,STEVENS,Debris Burn,48.603429,-118.072848,1,7
Jul,0.0,STEVENS,Logging,48.603429,-118.072848,1,7
Jul,1.0,STEVENS,Logging,48.603429,-118.072848,1,7
Jul,0.0,STEVENS,Miscellaneou,48.603429,-118.072848,1,7
Sep,0.1,STEVENS,Railroad,48.603429,-118.072848,1,7
Aug,0.2,STEVENS,Smoker,48.603429,-118.072848,1,7
Jul,0.3,STEVENS,Smoker,48.603429,-118.072848,1,7
Jul,0.1,JEFFERSON,Lightning,47.715027,-124.087355,2,1
Sep,0.1,OKANOGAN,Miscellaneou,48.235577,-120.136191,1,5
Oct,0.1,ISLAND,Debris Burn,48.168546,-122.672866,1,3
Jul,0.0,CLALLAM,Lightning,47.975755,-124.493602,2,1
Apr,0.2,CLALLAM,Debris Burn,47.966166,-124.344815,2,1
Jul,0.1,KLICKITAT,Debris Burn,45.920408,-120.711104,4,5
May,0.1,KLICKITAT,Debris Burn,45.920408,-120.711104,4,5
Aug,0.3,FERRY,Miscellaneou,48.897934,-118.481172,1,7
Jan,0.0,STEVENS,Miscellaneou,48.712056,-118.040145,1,7
Oct,13.0,STEVENS,Miscellaneou,48.712056,-118.040145,1,7
Jun,1.0,STEVENS,Miscellaneou,48.712056,-118.040145,1,7
Jan,0.0,THURSTON,Smoker,46.830782,-122.71662,3,3
Jul,0.1,CHELAN,Miscellaneou,47.907736,-119.939382,2,6
Jul,0.1,KITTITAS,None,47.08027,-120.719374,2,5
Sep,2.5,SPOKANE,Railroad,47.462477,-117.802974,2,8
Sep,0.0,STEVENS,Railroad,48.667703,-118.059111,1,7
Oct,0.0,FERRY,Smoker,48.086309,-118.239586,1,7
Jul,0.3,MASON,Miscellaneou,47.367411,-122.89777,2,3
Aug,1.0,OKANOGAN,Debris Burn,48.530721,-119.595471,1,6
Aug,0.0,PEND OREILLE,Recreation,48.165132,-117.261037,1,8
May,0.1,STEVENS,Lightning,48.258003,-117.983006,1,8
Jul,0.2,SPOKANE,Recreation,47.623114,-117.6983,2,8
Oct,0.2,SPOKANE,Children,47.623114,-117.6983,2,8
Jul,40.0,SPOKANE,Miscellaneou,47.410915,-117.252023,2,8
May,0.1,CHELAN,Recreation,47.320586,-120.332073,2,5
Aug,0.1,SKAMANIA,Recreation,45.775696,-121.639631,4,4
Aug,40.0,SPOKANE,Miscellaneou,47.636763,-117.102644,2,8
Jul,0.1,PIERCE,Debris Burn,47.337841,-122.621025,2,3
Sep,1.0,MASON,Arson,47.33985,-122.980153,2,3
Jul,0.0,MASON,Debris Burn,47.33985,-122.980153,2,3
Jan,0.0,CLARK,Recreation,45.68872,-122.283414,4,3
Jun,0.2,OKANOGAN,Lightning,48.271917,-119.853305,1,6
Jul,0.1,OKANOGAN,Lightning,48.271917,-119.853305,1,6
Jul,0.0,OKANOGAN,Lightning,48.271917,-119.853305,1,6
Aug,0.1,KITTITAS,Logging,47.241382,-121.227882,2,4
Sep,0.0,KITTITAS,Miscellaneou,47.241382,-121.227882,2,4
Apr,2.0,COWLITZ,Debris Burn,46.085063,-122.85475,3,3
May,0.1,KLICKITAT,Railroad,45.692389,-121.261972,4,4
Jan,0.0,SKAMANIA,Recreation,45.761143,-121.723587,4,4
Jul,0.1,KLICKITAT,Miscellaneou,45.804572,-121.270627,4,4
Sep,0.1,KITTITAS,Lightning,47.258276,-120.85959,2,5
Jul,37.0,STEVENS,Miscellaneou,48.13368,-117.701413,1,8
May,0.1,GRAYS HARBOR,Logging,47.149206,-124.165631,2,1
Jul,0.5,LEWIS,Debris Burn,46.415032,-123.086009,3,2
Aug,0.5,KING,Recreation,47.519235,-121.630046,2,4
Aug,0.0,THURSTON,Smoker,47.063182,-122.815105,2,3
Jun,0.2,SPOKANE,Miscellaneou,47.781807,-117.35481,2,8
Aug,0.2,GRAYS HARBOR,Smoker,47.411141,-124.150489,2,1
Oct,0.3,STEVENS,Children,48.727322,-118.103843,1,7
Oct,5.7,SPOKANE,Debris Burn,47.520365,-117.452107,2,8
Aug,0.1,STEVENS,Debris Burn,48.373476,-117.881046,1,8
Jul,0.1,STEVENS,Recreation,48.373476,-117.881046,1,8
Jul,20.0,STEVENS,Miscellaneou,48.373476,-117.881046,1,8
Jul,0.4,PIERCE,Children,47.226237,-122.370185,2,3
Apr,0.3,KITTITAS,Debris Burn,47.198797,-120.75438,2,5
Aug,3.0,OKANOGAN,Lightning,47.983814,-119.99906,2,6
Aug,1.5,GRAYS HARBOR,Debris Burn,46.882481,-123.2842,3,2
May,2.0,OKANOGAN,Recreation,48.444281,-120.070536,1,5
Aug,0.0,LEWIS,Lightning,46.611768,-122.251209,3,3
Jul,0.1,GRAYS HARBOR,Children,47.002723,-123.278536,2,2
Oct,0.1,THURSTON,Arson,46.888819,-122.92678,3,3
Aug,0.7,THURSTON,Children,46.947204,-122.598008,3,3
Aug,0.0,THURSTON,Children,46.947204,-122.598008,3,3
Sep,5.0,SPOKANE,Railroad,47.596309,-117.452094,2,8
Aug,1.5,SPOKANE,Railroad,47.596309,-117.452094,2,8
Apr,6.0,SPOKANE,Railroad,47.596309,-117.452094,2,8
Jul,0.0,STEVENS,Lightning,48.766069,-117.811627,1,8
May,3.0,CLALLAM,Children,48.094099,-123.307479,1,2
Jan,0.0,KLICKITAT,Debris Burn,45.712098,-121.354892,4,4
Aug,0.1,THURSTON,Recreation,46.922008,-123.074141,3,2
Mar,0.5,KITTITAS,None,47.153766,-120.613464,2,5
Aug,2.4,KITTITAS,Recreation,47.15919,-120.457456,2,5
Jul,0.1,SKAMANIA,Miscellaneou,46.052938,-122.04154,3,3
Sep,0.1,LEWIS,Smoker,46.732673,-122.13712,3,3
Aug,0.4,STEVENS,Miscellaneou,48.006877,-117.75481,1,8
Jul,0.1,KLICKITAT,Miscellaneou,45.916354,-120.653966,4,5
Aug,0.1,CLALLAM,Recreation,47.948198,-124.355878,2,1
Jul,0.1,STEVENS,Miscellaneou,48.587417,-118.080994,1,7
Sep,0.1,CLALLAM,Debris Burn,48.106482,-123.533882,1,2
Aug,0.5,KITTITAS,Miscellaneou,47.376932,-121.10108,2,4
Jul,0.5,KING,None,47.388452,-121.555051,2,4
Jul,0.2,LEWIS,Debris Burn,46.548151,-123.123225,3,2
Aug,0.2,LEWIS,Miscellaneou,46.548151,-123.123225,3,2
Jan,0.0,SPOKANE,Recreation,47.930865,-117.435964,2,8
Jan,0.0,SPOKANE,Miscellaneou,47.549093,-117.344446,2,8
Sep,1.0,STEVENS,Arson,47.876966,-117.807287,2,8
May,0.1,YAKIMA,Children,46.819403,-120.940069,3,5
Aug,40.1,YAKIMA,Smoker,46.819403,-120.940069,3,5
Jul,0.0,YAKIMA,Recreation,46.819403,-120.940069,3,5
Sep,0.1,SAN JUAN,Debris Burn,48.623587,-122.933749,1,3
Aug,0.0,SAN JUAN,Miscellaneou,48.623587,-122.933749,1,3
Aug,0.0,SAN JUAN,Miscellaneou,48.623587,-122.933749,1,3
Jul,0.5,KITSAP,Recreation,47.438126,-122.771364,2,3
May,48.0,GRAYS HARBOR,Arson,47.217939,-124.175914,2,1
Jul,0.1,STEVENS,Recreation,48.174072,-117.895737,1,8
Sep,7.0,GRAYS HARBOR,Debris Burn,47.043266,-123.714708,2,2
Jan,0.1,COWLITZ,Miscellaneou,46.237303,-122.816499,3,3
Apr,1.5,CLALLAM,Logging,48.244953,-124.655541,1,1
Sep,0.1,OKANOGAN,Debris Burn,48.635456,-119.15461,1,6
Apr,2.0,OKANOGAN,Debris Burn,48.635456,-119.15461,1,6
Sep,0.6,SPOKANE,Children,47.629613,-117.16166,2,8
Jul,0.1,CHELAN,Recreation,47.775324,-120.922041,2,5
Aug,1.0,LINCOLN,Smoker,47.794062,-117.850122,2,8
Jul,0.0,COWLITZ,Logging,46.36545,-122.646599,3,3
May,0.2,COWLITZ,Children,46.309533,-122.754233,3,3
Aug,0.1,SNOHOMISH,Arson,47.80745,-121.956886,2,4
Aug,1.0,JEFFERSON,Miscellaneou,47.854902,-122.872327,2,3
Jul,0.1,KITSAP,Debris Burn,47.732116,-122.6785,2,3
Aug,0.2,SPOKANE,Debris Burn,47.794292,-117.143555,2,8
Aug,2.0,PEND OREILLE,Lightning,48.737914,-117.188751,1,8
Jun,4.0,STEVENS,Debris Burn,48.0285,-118.334021,1,7
Sep,0.5,SPOKANE,Miscellaneou,47.88219,-117.379309,2,8
Jul,0.0,SPOKANE,Recreation,47.88219,-117.379309,2,8
Aug,0.0,SPOKANE,Smoker,47.88219,-117.379309,2,8
Feb,0.1,CLARK,Miscellaneou,45.87393,-122.524742,4,3
Jul,0.1,CLARK,Arson,45.87393,-122.524742,4,3
Jan,0.0,CLARK,Miscellaneou,45.87393,-122.524742,4,3
Oct,0.0,STEVENS,Children,48.309801,-117.566909,1,8
Oct,2.1,THURSTON,Recreation,46.877579,-122.868955,3,3
Jun,0.2,COWLITZ,Miscellaneou,46.157629,-122.855978,3,3
Jun,0.1,GRAYS HARBOR,Miscellaneou,47.177402,-123.90973,2,2
Aug,200.0,YAKIMA,Miscellaneou,46.751411,-120.713456,3,5
Jun,0.1,STEVENS,Lightning,47.850702,-117.543128,2,8
Aug,1.0,SPOKANE,Lightning,47.838811,-117.680085,2,8
Aug,0.0,SPOKANE,Lightning,47.838811,-117.680085,2,8
Jul,0.0,SPOKANE,Lightning,47.838811,-117.680085,2,8
Sep,0.1,SNOHOMISH,Recreation,47.945429,-121.709504,2,4
Jun,0.1,SKAMANIA,Lightning,46.120725,-122.15332,3,3
Sep,0.0,SKAMANIA,Recreation,46.120725,-122.15332,3,3
May,0.1,KLICKITAT,Debris Burn,45.906841,-120.945013,4,5
Sep,0.5,KLICKITAT,Debris Burn,45.906807,-121.027566,4,4
Nov,0.1,YAKIMA,Recreation,46.775939,-120.919348,3,5
Jul,0.1,MASON,Recreation,47.515629,-123.063804,2,2
Jul,0.5,MASON,Lightning,47.515629,-123.063804,2,2
Jun,7.0,KITTITAS,Recreation,46.965215,-120.653353,3,5
Aug,0.1,SPOKANE,Miscellaneou,48.019664,-117.423044,1,8
Jun,0.1,WHATCOM,Miscellaneou,48.697182,-122.511826,1,3
Aug,0.2,SNOHOMISH,Debris Burn,48.081396,-121.977325,1,4
Jul,1.5,STEVENS,Lightning,48.115492,-117.717754,1,8
Jul,0.2,THURSTON,Recreation,46.914438,-122.635532,3,3
Aug,0.1,ISLAND,Children,48.318246,-122.561139,1,3
May,0.2,ISLAND,Debris Burn,48.318246,-122.561139,1,3
Jul,1.0,ISLAND,Recreation,48.318246,-122.561139,1,3
Jul,1.0,SPOKANE,Children,47.552737,-117.360708,2,8
Jun,0.0,STEVENS,Lightning,48.925179,-117.57412,1,8
Apr,0.1,OKANOGAN,Debris Burn,48.156167,-119.830702,1,6
Apr,0.2,FERRY,Debris Burn,48.731173,-118.131446,1,7
Jul,1.5,LEWIS,Miscellaneou,46.668247,-123.048074,3,2
Sep,1.5,THURSTON,Miscellaneou,47.043806,-123.088044,2,2
Sep,0.5,GRAYS HARBOR,Debris Burn,46.920782,-123.823774,3,2
May,5.0,GRAYS HARBOR,Debris Burn,46.920782,-123.823774,3,2
Jul,0.1,PEND OREILLE,Children,48.145138,-117.16616,1,8
Jul,0.0,PEND OREILLE,Debris Burn,48.145138,-117.16616,1,8
Aug,0.0,PEND OREILLE,Debris Burn,48.145138,-117.16616,1,8
Aug,0.1,LEWIS,Recreation,46.76221,-122.92662,3,3
Jul,0.1,STEVENS,Arson,48.098033,-117.622217,1,8
Sep,0.7,KLICKITAT,Miscellaneou,45.660373,-121.19882,4,4
Jun,0.25,JEFFERSON,Miscellaneou,47.829818,-122.846133,2,3
Aug,5.0,OKANOGAN,Lightning,48.18431,-120.027731,1,5
Jun,0.0,MASON,Children,47.22116,-123.001984,2,2
Jul,0.0,THURSTON,Children,47.113927,-122.788671,2,3
Jun,2.0,THURSTON,Children,47.113927,-122.788671,2,3
Jun,0.1,THURSTON,Miscellaneou,47.113927,-122.788671,2,3
May,0.1,THURSTON,Children,47.113927,-122.788671,2,3
Dec,0.0,THURSTON,Children,47.113927,-122.788671,2,3
Feb,0.2,THURSTON,Debris Burn,47.113927,-122.788671,2,3
Apr,0.5,THURSTON,Debris Burn,47.113927,-122.788671,2,3
Sep,0.1,THURSTON,Children,47.113927,-122.788671,2,3
May,0.1,STEVENS,Debris Burn,47.902546,-117.818807,2,8
Jun,1.2,STEVENS,Lightning,47.902546,-117.818807,2,8
Aug,0.1,LEWIS,Children,46.613829,-122.716757,3,3
Apr,0.3,OKANOGAN,Lightning,48.400474,-119.790449,1,6
Jul,1.5,MASON,Debris Burn,47.226476,-123.015403,2,2
Aug,0.1,LEWIS,Debris Burn,46.628878,-123.041631,3,2
Jul,0.2,PEND OREILLE,Children,48.09511,-117.373594,1,8
Jul,0.3,KITTITAS,Lightning,47.237611,-120.796302,2,5
Jul,0.0,LEWIS,Miscellaneou,46.646788,-123.016301,3,2
Aug,0.1,COWLITZ,Recreation,45.936728,-122.615918,4,3
Jul,0.1,KITTITAS,Debris Burn,47.226889,-121.143407,2,4
Jul,0.0,KITTITAS,Railroad,47.226889,-121.143407,2,4
Aug,0.1,CLARK,Debris Burn,45.882879,-122.53264,4,3
Jul,0.3,ISLAND,Debris Burn,48.259626,-122.699367,1,3
Apr,3.0,STEVENS,Debris Burn,48.302092,-117.682825,1,8
Aug,0.0,FERRY,Logging,48.705498,-118.291346,1,7
Jul,0.1,OKANOGAN,Lightning,48.624497,-119.020269,1,6
Jun,0.2,MASON,Miscellaneou,47.595443,-122.995804,2,3
Apr,0.0,KLICKITAT,Recreation,45.890028,-120.874578,4,5
Feb,0.0,KING,Miscellaneou,47.552254,-121.836733,2,4
Aug,0.1,CLALLAM,Recreation,48.152179,-123.831385,1,2
Aug,0.2,THURSTON,Children,46.845298,-122.548026,3,3
Oct,0.1,KLICKITAT,Recreation,45.912041,-120.57973,4,5
Aug,0.0,OKANOGAN,Miscellaneou,48.710553,-119.398955,1,6
Aug,0.1,STEVENS,Lightning,48.287001,-117.878272,1,8
Sep,3.0,CLARK,Miscellaneou,45.807418,-122.581565,4,3
Jul,0.3,SPOKANE,Miscellaneou,47.57806,-117.473343,2,8
Sep,0.2,STEVENS,Railroad,48.779727,-117.999837,1,8
Aug,0.3,STEVENS,Recreation,48.779727,-117.999837,1,8
Aug,23.0,THURSTON,Recreation,46.799167,-122.433896,3,3
Jun,1.5,THURSTON,Debris Burn,46.799167,-122.433896,3,3
Jul,0.1,SKAGIT,Recreation,48.372084,-122.245467,1,3
Jul,1.0,LEWIS,Lightning,46.516153,-122.317775,3,3
Jun,65.0,OKANOGAN,Lightning,48.185171,-119.787588,1,6
Jul,17.0,LINCOLN,Miscellaneou,47.510133,-117.824839,2,8
Jun,4.0,KLICKITAT,Miscellaneou,45.826499,-120.954709,4,5
Aug,0.1,LEWIS,Recreation,46.526676,-123.039977,3,2
Sep,0.1,WHATCOM,Recreation,48.783096,-122.562713,1,3
Jun,0.2,WHATCOM,Recreation,48.783096,-122.562713,1,3
Jul,120.0,OKANOGAN,Debris Burn,48.656209,-119.294912,1,6
Aug,0.0,STEVENS,Lightning,48.632122,-117.96139,1,8
Jul,0.1,WHATCOM,Debris Burn,48.83886,-122.456788,1,3
Mar,15.0,WHATCOM,Miscellaneou,48.798704,-122.559796,1,3
Aug,2.0,THURSTON,Miscellaneou,46.914431,-122.799553,3,3
Sep,0.0,KLICKITAT,Recreation,45.92516,-121.111334,4,4
Jul,0.0,KLICKITAT,Recreation,45.92516,-121.111334,4,4
Jun,0.1,PIERCE,Arson,46.847486,-122.253417,3,3
Aug,0.3,SKAGIT,Smoker,48.491584,-122.647204,1,3
Sep,5.0,SKAGIT,Debris Burn,48.491584,-122.647204,1,3
Jul,0.1,COLUMBIA,Logging,46.249127,-117.783183,3,8
Nov,1.0,OKANOGAN,Debris Burn,48.919605,-119.757995,1,6
May,15.0,JEFFERSON,Debris Burn,48.028976,-122.900981,1,3
Apr,0.1,CLARK,Debris Burn,45.878694,-122.631645,4,3
Jul,10.0,SNOHOMISH,Arson,48.041489,-121.99818,1,4
Aug,0.3,SPOKANE,Recreation,47.94523,-117.463538,2,8
Aug,50.0,CHELAN,Miscellaneou,47.416523,-120.364007,2,5
Jul,3.0,SPOKANE,Children,47.958542,-117.323887,2,8
Jun,0.5,STEVENS,Lightning,48.051106,-118.153252,1,7
Aug,0.0,COWLITZ,Lightning,46.321598,-122.667057,3,3
Jun,0.1,SPOKANE,Lightning,47.410812,-117.480413,2,8
Oct,0.1,CLARK,Recreation,45.875797,-122.413081,4,3
Aug,0.1,SKAMANIA,Smoker,45.672512,-122.157111,4,3
Sep,0.0,SKAMANIA,Recreation,45.672512,-122.157111,4,3
Aug,0.1,STEVENS,Lightning,48.694171,-117.991417,1,8
Jun,1.7,KITTITAS,Smoker,47.22651,-120.438804,2,5
Jun,0.0,PEND OREILLE,None,48.284883,-117.103062,1,8
Jul,0.01,KLICKITAT,Miscellaneou,45.80373,-121.16551,4,4
Sep,0.0,KLICKITAT,Miscellaneou,45.80373,-121.16551,4,4
Jul,0.1,THURSTON,Debris Burn,46.841807,-123.088973,3,2
Jan,0.0,THURSTON,Debris Burn,46.841807,-123.088973,3,2
Sep,2.0,JEFFERSON,Debris Burn,47.700493,-124.08751,2,1
Jul,1.0,SPOKANE,Miscellaneou,47.760315,-117.526116,2,8
Sep,0.2,SPOKANE,Arson,47.760315,-117.526116,2,8
Jul,0.5,KLICKITAT,None,46.048982,-121.64642,3,4
Aug,0.4,SPOKANE,Children,47.938297,-117.409667,2,8
Oct,0.1,KLICKITAT,Recreation,45.973295,-121.352394,4,4
Sep,0.0,MASON,Children,47.339407,-123.152796,2,2
Aug,0.0,MASON,Debris Burn,47.339407,-123.152796,2,2
Aug,1.5,PEND OREILLE,Lightning,48.225348,-117.24922,1,8
Sep,0.1,STEVENS,Recreation,48.570883,-117.899182,1,8
Jan,0.0,LEWIS,Miscellaneou,46.628803,-122.94752,3,3
Jul,0.1,ISLAND,Children,48.212658,-122.619921,1,3
Jul,0.1,GRAYS HARBOR,Lightning,47.353264,-124.299338,2,1
Jul,20.0,GRAYS HARBOR,Smoker,47.353264,-124.299338,2,1
Jul,0.0,GRAYS HARBOR,Children,47.353264,-124.299338,2,1
Jul,0.3,GRAYS HARBOR,Children,47.353264,-124.299338,2,1
Jun,0.3,KLICKITAT,Debris Burn,45.820843,-121.478553,4,4
Aug,0.0,KLICKITAT,Recreation,45.820843,-121.478553,4,4
Jun,3.5,STEVENS,Miscellaneou,47.882389,-117.876016,2,8
Jul,0.5,STEVENS,Debris Burn,47.882389,-117.876016,2,8
Sep,0.1,SKAMANIA,Railroad,45.647823,-121.930538,4,4
Jul,0.1,WALLA WALLA,Lightning,46.158582,-118.015599,3,7
Aug,53.0,SPOKANE,Miscellaneou,47.800805,-117.650065,2,8
Aug,0.0,SPOKANE,Lightning,47.952217,-117.30784,2,8
Apr,1.0,STEVENS,Debris Burn,48.6216,-117.809519,1,8
Aug,0.1,COWLITZ,Children,46.157926,-122.997921,3,3
Jul,0.3,OKANOGAN,Lightning,48.52861,-120.206027,1,5
Jul,763.0,YAKIMA,Debris Burn,46.891797,-120.980202,3,5
Oct,2.0,OKANOGAN,Recreation,48.710688,-119.611788,1,6
Jun,0.0,LEWIS,Debris Burn,46.537776,-122.863279,3,3
Oct,0.2,STEVENS,Debris Burn,47.837059,-117.742491,2,8
May,0.7,SPOKANE,Debris Burn,47.592401,-117.161394,2,8
Jul,1.0,FERRY,Lightning,48.659178,-118.767099,1,7
Jun,0.3,SPOKANE,Miscellaneou,47.930559,-117.313002,2,8
Jun,0.3,CHELAN,Children,47.289515,-120.178729,2,5
Jan,0.0,SPOKANE,Debris Burn,47.563668,-117.610262,2,8
Oct,0.0,KING,Recreation,47.507094,-121.855071,2,4
Aug,0.1,KITSAP,Children,47.541185,-122.556949,2,3
Jun,5.0,FERRY,Lightning,48.633397,-118.705902,1,7
Oct,0.0,FERRY,Recreation,48.633397,-118.705902,1,7
May,0.1,STEVENS,Debris Burn,47.950073,-117.748153,2,8
Aug,0.3,STEVENS,Miscellaneou,47.950073,-117.748153,2,8
Aug,0.2,STEVENS,Debris Burn,48.227605,-117.575856,1,8
Sep,22.0,SPOKANE,Smoker,47.415063,-117.701493,2,8
Sep,0.1,OKANOGAN,Miscellaneou,48.909154,-119.029839,1,6
Sep,1.5,STEVENS,Miscellaneou,48.090704,-117.831015,1,8
Aug,1.0,PIERCE,Recreation,47.074802,-121.89014,2,4
Aug,0.1,SNOHOMISH,Debris Burn,47.804156,-121.816994,2,4
Aug,20.0,ASOTIN,Miscellaneou,46.208436,-117.370045,3,8
Jul,0.1,STEVENS,Miscellaneou,47.998067,-117.73286,2,8
Sep,0.1,KITTITAS,Smoker,47.182578,-120.995434,2,5
Apr,0.1,KITTITAS,Railroad,47.182578,-120.995434,2,5
Jul,0.0,KITTITAS,Smoker,47.182578,-120.995434,2,5
Jul,0.0,KITTITAS,Smoker,47.182578,-120.995434,2,5
Aug,2.0,STEVENS,Lightning,48.283159,-117.508383,1,8
Jul,0.1,OKANOGAN,Lightning,48.213642,-120.114235,1,5
Jul,1.0,THURSTON,Miscellaneou,46.855811,-122.601409,3,3
Aug,0.1,FERRY,Lightning,48.589865,-118.640466,1,7
Oct,0.1,WAHKIAKUM,Miscellaneou,46.322809,-123.490136,3,2
Jul,0.7,PIERCE,Recreation,46.91511,-122.410627,3,3
Oct,0.1,CLALLAM,Debris Burn,48.065192,-123.221791,1,2
Sep,0.7,THURSTON,Recreation,46.833983,-122.410173,3,3
Oct,40.0,COWLITZ,Debris Burn,46.118832,-122.62012,3,3
Aug,0.2,STEVENS,Miscellaneou,47.859822,-117.844866,2,8
May,0.3,LEWIS,Smoker,46.507979,-122.081824,3,3
Sep,0.0,STEVENS,Miscellaneou,48.031478,-117.553125,1,8
Mar,2.0,SKAGIT,Debris Burn,48.552681,-121.746181,1,4
Aug,0.0,KLICKITAT,Miscellaneou,46.022794,-121.229481,3,4
Aug,0.1,SPOKANE,Lightning,47.775175,-117.639204,2,8
Jun,0.3,FERRY,Debris Burn,48.852075,-118.197875,1,7
Jul,1.5,FERRY,Debris Burn,48.852075,-118.197875,1,7
Sep,0.0,MASON,Recreation,47.470617,-122.942452,2,3
Aug,89.0,KLICKITAT,Miscellaneou,45.817928,-121.041267,4,4
Jun,4.9,KLICKITAT,Recreation,45.817928,-121.041267,4,4
Jul,0.1,CLARK,Debris Burn,46.047709,-122.256244,3,3
Aug,0.1,SKAGIT,Recreation,48.321395,-122.141953,1,3
Sep,0.1,LEWIS,Lightning,46.396445,-122.837524,3,3
Aug,100.0,SPOKANE,Miscellaneou,47.454504,-117.317618,2,8
Jul,0.1,CLARK,Debris Burn,45.771051,-122.399187,4,3
Oct,0.1,CLARK,Miscellaneou,45.638626,-122.402658,4,3
Sep,0.1,COLUMBIA,Debris Burn,46.114892,-117.978837,3,8
Aug,0.7,PIERCE,Debris Burn,46.950608,-122.550358,3,3
Aug,0.1,CHELAN,Arson,47.93495,-120.159218,2,5
Oct,0.1,KITSAP,Children,47.410777,-122.55717,2,3
Jul,0.01,STEVENS,Miscellaneou,47.837283,-117.774806,2,8
Mar,0.1,MASON,Debris Burn,47.383821,-123.004313,2,2
Jun,0.1,PACIFIC,Recreation,46.279448,-124.062479,3,1
Jul,0.1,OKANOGAN,Lightning,48.631726,-119.132873,1,6
Jul,0.1,KING,Debris Burn,47.70668,-121.935205,2,4
Jul,0.0,SKAMANIA,Railroad,45.571162,-122.197948,4,3
Jul,0.0,SKAMANIA,Railroad,45.571162,-122.197948,4,3
Oct,12.0,SKAMANIA,Railroad,45.571162,-122.197948,4,3
Jun,0.0,KLICKITAT,Railroad,45.707063,-121.352277,4,4
Apr,0.0,KLICKITAT,Recreation,45.707063,-121.352277,4,4
Apr,9.0,YAKIMA,Recreation,46.773421,-120.832565,3,5
Jul,1.5,LEWIS,Miscellaneou,46.715386,-123.079715,3,2
Aug,0.0,PIERCE,Miscellaneou,46.94385,-122.264983,3,3
Jul,0.0,CLALLAM,Logging,47.961411,-124.407035,2,1
Feb,3.0,STEVENS,Debris Burn,48.585448,-117.855053,1,8
Aug,0.1,SKAGIT,Miscellaneou,48.519878,-121.471595,1,4
Oct,0.2,STEVENS,Miscellaneou,48.076211,-117.793141,1,8
Aug,0.1,SAN JUAN,Smoker,48.505355,-123.080056,1,2
Oct,0.1,OKANOGAN,Recreation,48.617429,-119.752398,1,6
Jun,0.1,KITTITAS,Miscellaneou,47.196702,-120.888921,2,5
Jul,0.1,KITTITAS,Smoker,47.196702,-120.888921,2,5
May,0.1,BENTON,Railroad,46.384716,-119.678861,3,6
Jun,0.1,OKANOGAN,Lightning,48.214089,-119.80949,1,6
Jul,0.1,THURSTON,Debris Burn,46.954351,-122.788842,3,3
Aug,0.1,WHATCOM,Debris Burn,48.927867,-122.077212,1,3
