date,acres,county,cause,lat,lon,binlat,binlon
Aug,0.0,SPOKANE,Undetermined,47.637043,-117.317635,2,8
Jul,0.0,CHELAN,Undetermined,47.714248,-120.824743,2,5
Aug,7.2,WALLA WALLA,Arson,46.260632,-117.962788,3,8
Jul,0.0,STEVENS,Undetermined,48.490416,-118.030726,1,7
Jul,0.0,STEVENS,Undetermined,48.603361,-117.9439,1,8
Sep,0.1,COWLITZ,Under Invest,46.186645,-122.874271,3,3
Jul,0.4,STEVENS,Debris Burn,48.230601,-118.007537,1,7
Aug,0.0,OKANOGAN,Undetermined,48.75367,-118.877435,1,7
Jun,1.0,KLICKITAT,Recreation,45.832148,-121.268018,4,4
Apr,0.0,OKANOGAN,Undetermined,48.570257,-119.085546,1,6
Jul,0.01,SPOKANE,Lightning,47.742717,-117.633753,2,8
May,0.0,STEVENS,Undetermined,48.111395,-117.567817,1,8
Oct,0.2,SPOKANE,Miscellaneou,48.022942,-117.286869,1,8
Jul,0.01,SPOKANE,Recreation,48.015439,-117.238062,1,8
Jul,0.01,SPOKANE,Undetermined,47.799486,-117.11994,2,8
Oct,0.25,LEWIS,Recreation,46.598668,-122.358306,3,3
Jul,1.5,LINCOLN,Lightning,47.913576,-118.208973,2,7
Jul,0.25,THURSTON,Miscellaneou,46.939924,-122.973799,3,3
Sep,0.0,FERRY,Undetermined,48.982752,-118.758402,1,7
Jun,0.5,PIERCE,Logging,47.13101,-122.147867,2,3
Jul,0.1,PEND OREILLE,Lightning,48.12039,-117.096894,1,8
Jul,0.0,STEVENS,Debris Burn,48.007468,-118.092429,1,7
Sep,0.0,PEND OREILLE,Undetermined,48.351166,-117.301813,1,8
Jul,0.0,SKAGIT,Undetermined,48.350345,-122.299604,1,3
Jun,0.0,SPOKANE,Undetermined,47.778525,-117.590775,2,8
Oct,0.0,SPOKANE,Undetermined,47.778525,-117.590775,2,8
Oct,0.0,FERRY,Undetermined,48.65268,-118.784361,1,7
Aug,0.01,OKANOGAN,Lightning,48.331801,-119.838478,1,6
Jul,0.01,MASON,Undetermined,47.213476,-123.100573,2,2
Jun,0.1,CHELAN,Recreation,47.543974,-120.364258,2,5
May,0.0,PEND OREILLE,Undetermined,48.113044,-117.183468,1,8
Mar,0.25,KITTITAS,Debris Burn,47.182242,-120.910287,2,5
Apr,7.0,OKANOGAN,Debris Burn,48.628654,-119.497266,1,6
Apr,0.01,KING,Miscellaneou,47.419347,-121.621571,2,4
Apr,0.01,KING,Debris Burn,47.419347,-121.621571,2,4
Sep,0.01,KING,Recreation,47.419347,-121.621571,2,4
Jun,1.1,OKANOGAN,Recreation,48.982739,-119.464946,1,6
Aug,0.1,CHELAN,Recreation,47.291573,-120.353283,2,5
Jun,0.5,SPOKANE,Smoker,47.876069,-117.650221,2,8
Sep,0.01,COWLITZ,Recreation,46.337057,-122.875895,3,3
Aug,0.01,GRAYS HARBOR,Recreation,47.072837,-124.108063,2,1
Aug,13.7,STEVENS,Miscellaneou,48.028275,-117.679657,1,8
Aug,85.8,OKANOGAN,Lightning,48.649954,-119.14913,1,6
Mar,0.01,MASON,Debris Burn,47.367316,-123.027132,2,2
Sep,0.18,MASON,Debris Burn,47.367316,-123.027132,2,2
Jun,0.01,STEVENS,Lightning,48.899577,-118.136651,1,7
Jul,1.94,OKANOGAN,Lightning,48.588502,-118.992525,1,7
Jul,0.0,KLICKITAT,Undetermined,45.702377,-120.81525,4,5
Sep,0.5,SPOKANE,Miscellaneou,48.027523,-117.504504,1,8
May,0.0,FERRY,Undetermined,48.920434,-118.645225,1,7
Aug,0.0,FERRY,Undetermined,48.727935,-118.667303,1,7
Jun,0.1,STEVENS,Lightning,48.465401,-118.136115,1,7
May,0.25,STEVENS,Miscellaneou,48.949816,-117.585573,1,8
Aug,0.0,STEVENS,Undetermined,48.716738,-118.030005,1,7
Aug,0.0,STEVENS,Miscellaneou,48.716738,-118.030005,1,7
Jul,1.5,SPOKANE,Debris Burn,47.404192,-117.841745,2,8
Sep,0.0,GRAYS HARBOR,Undetermined,46.989744,-123.253931,3,2
Jun,0.01,STEVENS,Lightning,48.141153,-117.706617,1,8
Sep,0.0,STEVENS,Undetermined,48.886905,-117.801505,1,8
Apr,0.3,FERRY,Debris Burn,48.7389,-118.661823,1,7
Aug,0.25,FERRY,Debris Burn,48.7389,-118.661823,1,7
Aug,0.1,SPOKANE,Miscellaneou,47.670085,-117.574478,2,8
Jul,0.1,CLARK,Debris Burn,45.844197,-122.416808,4,3
Jun,0.01,OKANOGAN,Lightning,48.79639,-118.927001,1,7
Sep,0.25,OKANOGAN,Lightning,48.79639,-118.927001,1,7
Oct,0.1,STEVENS,Debris Burn,48.238949,-117.788648,1,8
Jul,0.0,GRANT,Undetermined,47.00799,-119.88757,2,6
Jul,0.25,COWLITZ,Miscellaneou,45.864273,-122.760661,4,3
Jul,0.0,ADAMS,Undetermined,47.970492,-117.769058,2,8
Jun,0.1,CLALLAM,Children,48.149296,-123.67629,1,2
Jul,0.0,THURSTON,Undetermined,46.945355,-122.622276,3,3
Sep,0.0,THURSTON,Undetermined,46.945355,-122.622276,3,3
Oct,0.0,STEVENS,Undetermined,48.740774,-117.632148,1,8
Jul,0.0,KITTITAS,Recreation,47.398529,-120.655042,2,5
Aug,0.1,OKANOGAN,Lightning,48.681579,-119.343924,1,6
Sep,0.0,OKANOGAN,Undetermined,48.818342,-118.645064,1,7
May,0.0,SPOKANE,Undetermined,47.702308,-117.188943,2,8
Aug,2.0,MASON,Miscellaneou,47.336087,-123.495744,2,2
Jul,0.01,STEVENS,Miscellaneou,48.060945,-117.622265,1,8
Jul,0.01,STEVENS,Undetermined,48.060945,-117.622265,1,8
Sep,564.0,YAKIMA,Undetermined,46.649308,-121.297643,3,4
Jul,0.0,STEVENS,Undetermined,47.817916,-117.547963,2,8
Aug,0.01,SPOKANE,Children,47.825627,-117.365567,2,8
Sep,1.0,SPOKANE,Children,47.825627,-117.365567,2,8
Mar,0.3,STEVENS,Debris Burn,48.288639,-118.135857,1,7
Jul,150.0,KLICKITAT,Miscellaneou,45.658403,-121.061892,4,4
Jul,0.0,STEVENS,Undetermined,48.268426,-117.685629,1,8
Apr,0.5,STEVENS,Debris Burn,48.544723,-117.99261,1,8
May,0.82,CHELAN,Debris Burn,47.812432,-120.409553,2,5
Jul,0.1,KITTITAS,Debris Burn,47.13009,-120.558053,2,5
Aug,2.5,CLARK,Miscellaneou,45.670513,-122.298864,4,3
Jun,0.1,STEVENS,Miscellaneou,47.893678,-117.548982,2,8
Jul,0.0,STEVENS,Debris Burn,47.893678,-117.548982,2,8
Oct,0.01,SPOKANE,Children,47.698696,-117.22654,2,8
Aug,16.1,STEVENS,Logging,48.403554,-118.098235,1,7
Jul,0.1,CLARK,Miscellaneou,45.703149,-122.278153,4,3
Jul,0.1,CLARK,Miscellaneou,45.703149,-122.278153,4,3
Sep,0.01,SPOKANE,Miscellaneou,47.651774,-117.403194,2,8
Jun,0.1,KLICKITAT,Lightning,45.769036,-121.468849,4,4
Oct,0.0,GRAYS HARBOR,Undetermined,47.179979,-124.183446,2,1
Jul,0.0,OKANOGAN,Undetermined,48.217096,-120.043835,1,5
Jul,0.0,OKANOGAN,Undetermined,48.217096,-120.043835,1,5
Aug,0.1,STEVENS,Recreation,48.627762,-118.148998,1,7
Apr,0.75,STEVENS,Debris Burn,48.137697,-117.766551,1,8
Apr,1.4,STEVENS,Debris Burn,48.076967,-118.212297,1,7
Jul,0.1,MASON,Miscellaneou,47.235804,-123.127375,2,2
Aug,0.1,ISLAND,Recreation,47.929612,-122.374454,2,3
Aug,0.01,THURSTON,Recreation,47.041203,-123.025803,2,2
Aug,0.0,SKAGIT,Undetermined,48.404549,-122.300227,1,3
Sep,105.0,YAKIMA,Under Invest,46.818183,-120.561633,3,5
Jul,0.88,FERRY,Logging,48.609936,-118.816662,1,7
Jul,0.0,COWLITZ,Undetermined,46.104831,-122.81583,3,3
Aug,0.5,STEVENS,Lightning,48.800425,-117.887111,1,8
Mar,0.0,SPOKANE,Undetermined,47.615618,-117.456678,2,8
Jul,0.0,FERRY,Lightning,48.924985,-118.80786,1,7
Jun,3.0,SPOKANE,Debris Burn,47.884016,-117.34987,2,8
Oct,0.0,PIERCE,Undetermined,47.02234,-122.345857,2,3
Mar,0.15,SPOKANE,Recreation,47.763486,-117.109612,2,8
Mar,0.0,LEWIS,Undetermined,46.628622,-122.889828,3,3
Jun,0.1,LINCOLN,Lightning,47.779337,-118.262121,2,7
Jul,0.0,STEVENS,Undetermined,48.356639,-118.093148,1,7
Jul,0.0,STEVENS,Undetermined,48.356639,-118.093148,1,7
Jul,0.0,THURSTON,Undetermined,47.042402,-122.926254,2,3
Sep,0.01,SPOKANE,Debris Burn,47.702263,-117.152148,2,8
Aug,9.5,SPOKANE,Miscellaneou,47.622986,-117.504993,2,8
Jul,1.6,FERRY,Miscellaneou,48.589479,-118.315128,1,7
Jun,0.0,SPOKANE,Undetermined,47.961503,-117.363114,2,8
Jul,0.5,SAN JUAN,Miscellaneou,48.509263,-123.118363,1,2
Jul,0.25,PEND OREILLE,Debris Burn,48.290476,-117.232995,1,8
May,0.01,PEND OREILLE,Recreation,48.290476,-117.232995,1,8
Oct,0.0,PEND OREILLE,Undetermined,48.290476,-117.232995,1,8
Aug,0.0,SPOKANE,Undetermined,47.676914,-117.156525,2,8
Jun,0.0,CHELAN,Undetermined,47.899306,-120.471214,2,5
Jul,0.01,SPOKANE,Miscellaneou,47.513693,-117.484113,2,8
Aug,0.1,STEVENS,Miscellaneou,48.305423,-117.961691,1,8
Jul,0.0,KLICKITAT,Under Invest,45.700539,-120.812661,4,5
Oct,0.0,YAKIMA,Undetermined,46.790732,-120.919463,3,5
Jul,0.0,YAKIMA,Undetermined,46.790732,-120.919463,3,5
Jul,0.25,YAKIMA,Lightning,46.790732,-120.919463,3,5
Aug,0.0,SPOKANE,Undetermined,47.587713,-117.400969,2,8
Sep,0.0,STEVENS,Undetermined,48.749939,-118.041018,1,7
Jan,52.0,PACIFIC,Debris Burn,46.522962,-123.835434,3,2
Jul,0.1,MASON,Debris Burn,47.353651,-123.28988,2,2
Jul,0.01,OKANOGAN,Debris Burn,48.129701,-119.962943,1,6
Aug,0.01,THURSTON,Recreation,46.962325,-123.000286,3,2
Aug,0.01,COWLITZ,Debris Burn,46.264258,-122.979304,3,3
Sep,0.1,COWLITZ,Debris Burn,46.264258,-122.979304,3,3
May,0.1,CLARK,Arson,45.810603,-122.355257,4,3
Sep,0.2,STEVENS,Lightning,47.851051,-117.618306,2,8
Sep,2.0,KITTITAS,Miscellaneou,47.212363,-121.143523,2,4
Mar,0.0,KITTITAS,Undetermined,47.212363,-121.143523,2,4
Aug,0.0,KITTITAS,Undetermined,47.212363,-121.143523,2,4
Aug,0.0,KITTITAS,Undetermined,47.212363,-121.143523,2,4
Aug,0.1,GRAYS HARBOR,Recreation,46.977061,-123.24483,3,2
Aug,0.0,KLICKITAT,Undetermined,45.963877,-121.518854,4,4
Apr,26.9,OKANOGAN,Debris Burn,48.416035,-120.152237,1,5
Jul,0.0,MASON,Miscellaneou,47.267295,-123.002277,2,2
Jul,0.0,GRAYS HARBOR,Undetermined,47.267295,-123.002277,2,2
Jul,3.0,GRAYS HARBOR,Recreation,47.525114,-123.72828,2,2
Apr,0.1,SKAGIT,Debris Burn,48.478344,-122.193336,1,3
Apr,0.0,OKANOGAN,Undetermined,48.374332,-120.220379,1,5
Jun,0.01,STEVENS,Lightning,48.621526,-117.882453,1,8
Aug,1.5,THURSTON,Recreation,46.843577,-122.729297,3,3
Aug,0.1,LEWIS,Debris Burn,46.593009,-123.104551,3,2
Jul,0.01,OKANOGAN,Debris Burn,48.95773,-119.410881,1,6
Aug,12536.0,KITTITAS,Lightning,47.1537,-120.486515,2,5
Sep,0.0,KITTITAS,Undetermined,47.1537,-120.486515,2,5
Jul,0.0,GRAYS HARBOR,Undetermined,47.642139,-123.93781,2,2
Aug,2.9,JEFFERSON,Miscellaneou,47.905562,-122.771232,2,3
Sep,0.1,CHELAN,Lightning,47.59127,-120.461289,2,5
Aug,0.0,LINCOLN,Undetermined,47.469343,-117.615454,2,8
Aug,0.25,OKANOGAN,Lightning,48.422345,-119.844804,1,6
Jul,0.2,MASON,Debris Burn,47.409649,-122.932898,2,3
Aug,8.5,KLICKITAT,Miscellaneou,45.716501,-121.020543,4,4
Aug,0.1,OKANOGAN,Lightning,48.561077,-120.195246,1,5
Jul,0.0,SPOKANE,Undetermined,47.585007,-117.548998,2,8
Aug,0.0,SPOKANE,Undetermined,47.585007,-117.548998,2,8
Aug,0.0,MASON,Undetermined,47.129669,-123.077257,2,2
Jun,0.1,MASON,Miscellaneou,47.39664,-123.025648,2,2
Sep,0.0,PEND OREILLE,Debris Burn,48.208442,-117.168622,1,8
Jun,0.0,OKANOGAN,Undetermined,48.688923,-119.524142,1,6
Sep,0.2,STEVENS,Miscellaneou,48.014687,-117.910933,1,8
Mar,0.0,SPOKANE,Debris Burn,47.809393,-117.293568,2,8
Jun,0.0,CHELAN,Undetermined,47.363903,-120.494625,2,5
Jul,0.37,COWLITZ,Miscellaneou,46.269637,-122.924952,3,3
Dec,0.1,THURSTON,Debris Burn,46.954874,-123.167637,3,2
Jun,0.1,WHATCOM,Recreation,48.773373,-122.524216,1,3
Mar,4.04,OKANOGAN,Miscellaneou,48.732356,-119.338505,1,6
Nov,0.0,OKANOGAN,Undetermined,48.566777,-119.085528,1,6
Sep,0.0,OKANOGAN,Undetermined,48.789153,-119.195916,1,6
May,0.0,OKANOGAN,Undetermined,48.789153,-119.195916,1,6
Jul,0.0,STEVENS,Undetermined,48.314317,-117.832627,1,8
Jun,0.0,COWLITZ,Undetermined,46.077926,-122.331387,3,3
Nov,0.01,PEND OREILLE,Recreation,48.224977,-117.297753,1,8
Aug,0.0,STEVENS,Undetermined,48.070675,-117.768688,1,8
Mar,0.0,SPOKANE,Undetermined,48.040065,-117.447896,1,8
Aug,0.0,THURSTON,Miscellaneou,46.863317,-122.763121,3,3
Sep,0.0,FERRY,Undetermined,48.895138,-118.667306,1,7
Aug,3.96,FERRY,Lightning,48.895138,-118.667306,1,7
Jun,0.1,CHELAN,Miscellaneou,47.969937,-120.286853,2,5
Aug,0.01,OKANOGAN,Miscellaneou,48.823486,-119.399272,1,6
Apr,20.3,PEND OREILLE,Recreation,48.304869,-117.265414,1,8
Jul,0.1,MASON,Arson,47.439725,-122.87581,2,3
Aug,0.01,WHATCOM,Recreation,48.918918,-122.201514,1,3
Jun,0.25,KLICKITAT,Undetermined,45.933031,-121.495553,4,4
Aug,0.1,OKANOGAN,Lightning,48.999643,-119.366045,1,6
Jul,0.05,THURSTON,Undetermined,46.950842,-122.587431,3,3
Aug,0.0,SPOKANE,Undetermined,47.572446,-117.292631,2,8
Jul,45.0,KITTITAS,Under Invest,47.167519,-120.804551,2,5
Jun,0.0,OKANOGAN,Undetermined,48.591828,-118.899642,1,7
Aug,0.1,MASON,Under Invest,47.335256,-123.32125,2,2
Jul,2.7,MASON,Miscellaneou,47.335256,-123.32125,2,2
Aug,0.25,MASON,Under Invest,47.335256,-123.32125,2,2
Sep,2.0,MASON,Undetermined,47.335256,-123.32125,2,2
May,0.0,CHELAN,Undetermined,47.62064,-120.815751,2,5
Jun,0.25,LINCOLN,Lightning,47.887839,-118.327145,2,7
May,0.0,OKANOGAN,Undetermined,48.907505,-119.220785,1,6
Aug,0.0,OKANOGAN,Undetermined,48.907505,-119.220785,1,6
Jul,0.01,OKANOGAN,Debris Burn,48.754276,-119.415875,1,6
Jun,0.0,OKANOGAN,Undetermined,48.754276,-119.415875,1,6
Aug,0.5,YAKIMA,Lightning,46.525179,-121.156998,3,4
Oct,0.0,STEVENS,Undetermined,48.035086,-117.547714,1,8
Aug,0.01,STEVENS,Recreation,48.293834,-117.551917,1,8
Jul,2.0,STEVENS,Miscellaneou,48.257986,-118.048363,1,7
Apr,0.0,COWLITZ,Undetermined,46.197581,-122.983128,3,3
Sep,0.13,SKAGIT,Recreation,48.615051,-122.419469,1,3
Mar,1.0,STEVENS,Debris Burn,48.323704,-117.989987,1,8
Sep,0.0,STEVENS,Undetermined,48.931871,-117.584558,1,8
Jun,0.1,STEVENS,Miscellaneou,48.896161,-117.585352,1,8
Jan,0.01,PEND OREILLE,Recreation,48.304892,-117.227602,1,8
Sep,0.0,STEVENS,Logging,48.603542,-117.727915,1,8
Oct,11.0,COWLITZ,Miscellaneou,46.008733,-122.387965,3,3
Sep,0.0,OKANOGAN,Undetermined,48.895655,-119.323119,1,6
Jul,16.0,LINCOLN,Logging,47.906165,-118.246651,2,7
Oct,4.0,MASON,Debris Burn,47.20749,-123.254557,2,2
Sep,0.0,SPOKANE,Undetermined,47.926995,-117.290647,2,8
Aug,0.0,GRANT,Undetermined,46.627264,-118.722811,3,7
Aug,363.0,KITTITAS,Miscellaneou,46.948809,-120.124118,3,5
Jul,0.0,KITTITAS,Undetermined,46.948809,-120.124118,3,5
Feb,0.0,SPOKANE,Undetermined,47.603401,-117.219686,2,8
Mar,0.25,THURSTON,Undetermined,46.877775,-122.590322,3,3
Sep,0.01,STEVENS,Undetermined,48.072635,-117.803995,1,8
May,0.1,KITTITAS,Recreation,47.125988,-120.854982,2,5
Jul,0.1,CLARK,Miscellaneou,45.837073,-122.442316,4,3
Sep,0.0,STEVENS,Undetermined,48.863204,-119.267842,1,6
Jun,0.0,SKAGIT,Undetermined,48.479009,-122.08266,1,3
Aug,0.1,CLARK,Miscellaneou,45.637956,-122.28839,4,3
Jul,0.01,COWLITZ,Recreation,46.350928,-122.958972,3,3
Apr,0.0,SPOKANE,Undetermined,47.923033,-117.512463,2,8
Aug,0.1,WHATCOM,Miscellaneou,48.739638,-122.713078,1,3
Aug,0.0,SPOKANE,Undetermined,47.592896,-117.626351,2,8
Mar,0.0,FERRY,Undetermined,48.747933,-118.582588,1,7
Jul,0.0,MASON,Undetermined,47.497436,-123.074207,2,2
Oct,0.1,PIERCE,Recreation,47.13624,-121.591939,2,4
Jul,0.4,STEVENS,Lightning,47.877017,-117.785716,2,8
Jun,0.0,OKANOGAN,Undetermined,48.761636,-119.525014,1,6
Jul,0.01,PEND OREILLE,Recreation,48.172328,-117.303603,1,8
Jun,0.1,PEND OREILLE,Undetermined,48.445762,-117.280862,1,8
Sep,0.0,CLALLAM,Undetermined,48.056417,-124.206905,1,1
Jul,0.0,STEVENS,Undetermined,48.436724,-117.837948,1,8
Jul,0.01,FERRY,Lightning,48.695366,-118.596468,1,7
Aug,0.0,LEWIS,Undetermined,46.539962,-121.998132,3,4
Apr,0.41,KITTITAS,Debris Burn,47.111609,-120.33656,2,5
Sep,0.1,COWLITZ,Debris Burn,46.046985,-122.836372,3,3
Jul,0.1,OKANOGAN,Lightning,48.321269,-120.038458,1,5
Aug,0.0,SNOHOMISH,Undetermined,47.799206,-122.063385,2,3
Jul,0.1,MASON,Miscellaneou,47.155154,-123.252387,2,2
May,0.01,LINCOLN,Miscellaneou,47.830522,-117.918866,2,8
Aug,0.1,SPOKANE,Lightning,48.025372,-117.173906,1,8
Aug,0.01,STEVENS,Miscellaneou,48.123199,-117.8577,1,8
Mar,0.0,STEVENS,Undetermined,48.123199,-117.8577,1,8
Aug,0.1,CHELAN,Lightning,47.598846,-120.605933,2,5
Sep,0.0,KITTITAS,Undetermined,46.773607,-120.434818,3,5
Jul,1.0,STEVENS,Miscellaneou,47.862016,-117.650796,2,8
Oct,0.0,SKAMANIA,Undetermined,45.588867,-122.34596,4,3
Jul,0.0,THURSTON,Undetermined,46.809775,-123.026239,3,2
Aug,0.1,GRAYS HARBOR,Debris Burn,47.426053,-123.900098,2,2
Jul,0.0,GRAYS HARBOR,Recreation,47.426053,-123.900098,2,2
Sep,0.0,MASON,Undetermined,47.540646,-122.877124,2,3
Sep,0.0,OKANOGAN,Undetermined,48.676126,-119.220523,1,6
Jun,0.0,OKANOGAN,Undetermined,48.676126,-119.220523,1,6
Jul,0.01,KLICKITAT,Recreation,45.827999,-121.433158,4,4
Sep,0.1,KLICKITAT,Undetermined,45.760783,-121.26944,4,4
Jun,0.0,OKANOGAN,Undetermined,48.870387,-119.333734,1,6
Aug,0.1,SPOKANE,Lightning,47.818292,-117.36547,2,8
Aug,0.0,LEWIS,Undetermined,46.672595,-123.1429,3,2
Jul,0.1,OKANOGAN,Lightning,48.779545,-119.618162,1,6
Jul,0.25,KING,Miscellaneou,47.468561,-121.766548,2,4
Jul,0.0,LEWIS,Undetermined,46.55397,-122.273538,3,3
Sep,0.0,KLICKITAT,Undetermined,46.244547,-119.629619,3,6
Apr,0.1,KLICKITAT,Recreation,46.02442,-121.3676,3,4
Aug,0.5,MASON,Miscellaneou,47.208902,-123.194379,2,2
Jun,0.0,STEVENS,Undetermined,47.852471,-117.84527,2,8
Aug,0.1,FERRY,Lightning,48.699178,-118.729392,1,7
Aug,0.0,CHELAN,Undetermined,47.780912,-120.940756,2,5
Apr,1.0,OKANOGAN,Debris Burn,48.380727,-120.291868,1,5
Aug,0.01,CLALLAM,Recreation,48.150116,-123.83944,1,2
Jul,0.1,SPOKANE,Arson,47.688179,-117.504621,2,8
Apr,0.01,SPOKANE,Recreation,47.72408,-117.162977,2,8
May,0.3,STEVENS,Debris Burn,48.591103,-118.001505,1,7
Aug,0.0,OKANOGAN,Under Invest,48.383274,-120.288168,1,5
Aug,0.0,LEWIS,Undetermined,46.42364,-123.000394,3,2
Jul,0.0,SPOKANE,Undetermined,47.633782,-117.446103,2,8
Jun,0.01,SPOKANE,Recreation,47.633782,-117.446103,2,8
Jun,0.1,CLARK,Miscellaneou,45.821304,-122.277852,4,3
May,0.0,STEVENS,Undetermined,48.299638,-118.136694,1,7
Aug,0.0,STEVENS,Undetermined,48.299638,-118.136694,1,7
Aug,0.0,MASON,Undetermined,47.42437,-123.197969,2,2
May,0.1,SPOKANE,Miscellaneou,47.736439,-117.357636,2,8
Oct,0.0,STEVENS,Undetermined,48.581843,-117.838343,1,8
May,1.0,GRAYS HARBOR,Miscellaneou,46.199299,-120.737264,3,5
Jul,1.5,FERRY,Miscellaneou,48.642256,-118.121627,1,7
Aug,0.01,JEFFERSON,Recreation,47.947775,-122.768304,2,3
Jun,0.0,CHELAN,Undetermined,47.369693,-120.25008,2,5
Jul,0.0,GRAYS HARBOR,Undetermined,47.044982,-123.643595,2,2
Apr,0.01,STEVENS,Debris Burn,48.592553,-117.823744,1,8
Jul,0.1,THURSTON,Miscellaneou,46.794469,-122.752779,3,3
Oct,0.0,CHELAN,Undetermined,47.546107,-120.61459,2,5
Aug,0.0,GRAYS HARBOR,Undetermined,47.190672,-123.60803,2,2
Jul,0.0,KLICKITAT,Miscellaneou,45.728711,-120.438904,4,5
Jul,0.01,SPOKANE,Miscellaneou,47.436275,-117.479796,2,8
Oct,0.0,STEVENS,Undetermined,48.855665,-117.848675,1,8
Jun,0.2,STEVENS,Miscellaneou,48.856101,-117.90737,1,8
Sep,0.0,SKAGIT,Undetermined,48.478941,-122.127164,1,3
Jul,0.4,CLARK,Recreation,45.816071,-122.610197,4,3
Aug,0.4,OKANOGAN,Debris Burn,48.678001,-119.461342,1,6
Jul,0.01,OKANOGAN,Miscellaneou,48.678001,-119.461342,1,6
Aug,2.0,JEFFERSON,Miscellaneou,48.006663,-123.197122,1,2
Aug,0.0,YAKIMA,Undetermined,46.513374,-120.808984,3,5
Oct,0.01,SPOKANE,Miscellaneou,47.90567,-117.398336,2,8
Jul,0.1,KLICKITAT,Miscellaneou,45.734823,-121.642869,4,4
Jul,0.01,OKANOGAN,Lightning,48.659844,-119.316697,1,6
Jul,0.1,CLALLAM,Recreation,48.108448,-123.349879,1,2
Jun,0.01,SPOKANE,Miscellaneou,47.77779,-117.119847,2,8
Jul,0.0,STEVENS,Undetermined,48.057188,-117.600183,1,8
Aug,0.0,SPOKANE,Undetermined,47.560056,-117.604898,2,8
Oct,0.14,SPOKANE,Recreation,47.745554,-117.365756,2,8
Aug,0.01,SPOKANE,Arson,47.745554,-117.365756,2,8
Sep,0.4,COWLITZ,Under Invest,46.248027,-123.002336,3,2
Jul,0.0,MASON,Undetermined,47.492911,-122.995897,2,3
Jun,0.25,GRAYS HARBOR,Debris Burn,47.149357,-123.887171,2,2
Aug,0.1,OKANOGAN,Miscellaneou,48.830728,-119.350339,1,6
Aug,0.5,SPOKANE,Miscellaneou,47.567026,-117.494726,2,8
Apr,0.25,OKANOGAN,Debris Burn,48.816208,-119.399273,1,6
Mar,0.7,CLARK,Debris Burn,45.77508,-122.426554,4,3
Jun,0.2,OKANOGAN,Lightning,48.783429,-119.437529,1,6
Jul,211.0,OKANOGAN,Miscellaneou,48.275094,-119.382186,1,6
Jul,0.1,GRAYS HARBOR,Recreation,47.156038,-123.55962,2,2
Jun,0.1,COWLITZ,Debris Burn,46.280313,-122.732948,3,3
Aug,0.0,FERRY,Miscellaneou,48.156821,-118.272363,1,7
Jul,0.1,SPOKANE,Lightning,47.920013,-117.435808,2,8
Oct,0.1,THURSTON,Lightning,46.828892,-122.455072,3,3
Jul,0.1,PIERCE,Debris Burn,47.08961,-122.09185,2,3
Apr,0.01,SPOKANE,Recreation,47.767384,-117.387112,2,8
Jul,0.1,SPOKANE,Miscellaneou,47.52044,-117.521099,2,8
Jul,0.0,DOUGLAS,Under Invest,47.709132,-120.195415,2,5
Jun,0.0,DOUGLAS,Undetermined,47.709132,-120.195415,2,5
Jul,0.01,PIERCE,Recreation,46.967903,-122.23153,3,3
Aug,0.0,COLUMBIA,Miscellaneou,46.449043,-117.853883,3,8
Jul,0.05,THURSTON,Recreation,46.98365,-122.931509,3,3
Jul,0.01,MASON,Debris Burn,47.172536,-122.968538,2,3
Mar,0.4,MASON,Debris Burn,47.172536,-122.968538,2,3
Jul,0.1,SPOKANE,Miscellaneou,47.501847,-117.424799,2,8
Aug,0.0,KITTITAS,Undetermined,47.140156,-120.40177,2,5
Aug,0.0,KITTITAS,Undetermined,47.140156,-120.40177,2,5
Aug,0.01,KITTITAS,Recreation,47.140156,-120.40177,2,5
Aug,0.25,KITTITAS,Lightning,47.140156,-120.40177,2,5
Jul,0.0,KITTITAS,Undetermined,47.140156,-120.40177,2,5
Oct,0.01,KLICKITAT,Recreation,45.915839,-120.596339,4,5
Jun,0.1,SNOHOMISH,Recreation,47.827569,-121.937343,2,4
Jul,0.0,STEVENS,Undetermined,48.827961,-117.785717,1,8
May,0.75,LINCOLN,Lightning,47.816145,-117.86132,2,8
Jul,0.1,YAKIMA,Lightning,46.614238,-120.93984,3,5
Jul,0.83,YAKIMA,Under Invest,46.614238,-120.93984,3,5
Jul,0.0,STEVENS,Undetermined,48.576394,-117.708872,1,8
Jul,0.01,SPOKANE,Miscellaneou,47.800978,-117.763813,2,8
Mar,1.7,FERRY,Debris Burn,48.713302,-118.65653,1,7
Sep,0.01,SPOKANE,Miscellaneou,47.698513,-117.050159,2,8
Jul,0.01,OKANOGAN,Lightning,48.3027,-119.83987,1,6
May,0.01,SPOKANE,Recreation,47.849417,-117.059577,2,8
Apr,61.0,WHATCOM,Debris Burn,48.928079,-122.143444,1,3
Aug,6.5,PEND OREILLE,Recreation,48.143255,-117.115046,1,8
May,0.01,SPOKANE,Lightning,47.923336,-117.279841,2,8
Jul,0.0,PEND OREILLE,Undetermined,48.22287,-117.081634,1,8
Apr,0.0,STEVENS,Undetermined,48.483152,-117.965225,1,8
Jun,0.33,CHELAN,Lightning,47.421851,-120.554508,2,5
Jun,0.0,YAKIMA,Debris Burn,46.585827,-120.751665,3,5
Jul,0.0,KITTITAS,Undetermined,46.802471,-120.456051,3,5
May,0.01,MASON,Miscellaneou,47.367456,-122.85472,2,3
Aug,0.08,MASON,Recreation,47.367456,-122.85472,2,3
